"line","frequency","term_1","term_2","term_2","prediction"
"2266",29,"19351","instead","and","that"
"2268",32,"1940","and","later","dure"
"2269",22,"1942","and","remain","hi"
"2275",30,"1948","and","enter","the"
"2280",23,"1950","detroit","wa","known"
"2283",35,"1950","and","1960","ar"
"2285",34,"1950","who","can","still"
"2290",32,"1954","gunther","must","deal"
"2291",21,"1955","kansa","christen","allen"
"2294",34,"1957","when","he","wa"
"2296",24,"1960","whi","ar","we"
"2297",32,"1960","and","her","collect"
"2298",35,"1960","ar","long","gone"
"2301",36,"1962","you","could","bui"
"2314",28,"1965","new","york","univ"
"2318",28,"1966","sourc","item","dxi141961"
"2324",49,"1967","to","1970","hollington"
"2334",45,"1970","and","it","i"
"2335",49,"1970","hollington","said","he"
"2336",24,"1970","in","just","a"
"2339",43,"1970²","work","of","baudrillard"
"2342",44,"1970","disabl","law","that"
"2345",39,"1970","other","econom","studi"
"2347",41,"1971","the","averag","15year"
"2349",31,"1973","of","turn","j"
"2357",32,"1979","dure","the","iranian"
"2359",43,"1980²","neoliber","thi","i"
"2360",21,"1980","and","1990",""
"2362",31,"1980","the","green","have"
"2363",28,"1981","read","all","the"
"2364",35,"198286","zach","krall","score"
"2367",58,"1984","i","never","sought"
"2369",30,"1984","olymp","in","lo"
"2370",40,"1984","she","i","surviv"
"2374",23,"1987","debut","album","appetit"
"2376",23,"1987","think","the","album"
"2382",39,"199","point","44","rebound"
"2383",25,"1990","286","minnesota","physician"
"2384",20,"1990","by","leon","louw"
"2385",35,"1990","draft","he","wa"
"2390",55,"1990","sergeant","in","1991"
"2391",20,"1990","the","present","author"
"2394",21,"1990","","a","now"
"2395",21,"1990","but","continu","perform"
"2398",55,"1991","inspector","in","1992"
"2399",20,"1991","jeremi","baskin","of"
"2401",55,"1992","and","chief","of"
"2404",29,"1992","there","wasnt","a"
"2406",31,"1993","with","the","collabor"
"2413",47,"1995","in","washington","d"
"2414",27,"1995","neurotoxicologist","and","former"
"2417",36,"1996","i","realli","enjoi"
"2420",31,"1997","kyoto","protocol","when"
"2421",44,"1997","wyld","hide","ur"
"2422",39,"1998","dartmouth","economist","william"
"2423",44,"1998","gimm","five","5th"
"2425",32,"1998","public","of","an"
"2428",27,"1999","it","a","fact"
"2431",29,"19th","and","20th","you"
"2432",44,"19th","butler","cabin","fell"
"2435",48,"1d","pic","cuz","w"
"2437",51,"1pm","game","i","guess"
"2440",37,"1st","arrondiss","would","still"
"2441",49,"1st","big","custom","in"
"2442",26,"1st","class","out","of"
"2443",44,"1st","first","gold","ur"
"2444",26,"1st","grade","she","ha"
"2445",26,"1st","homer","of","the"
"2447",31,"1st","junior","olymp","championship"
"2449",47,"1st","step","a","begin"
"2454",51,"1st","time","in","dalla"
"2463",45,"2","000","time","in"
"2468",34,"2","1957","when","he"
"2469",26,"2","2012","a","part"
"2470",24,"2","3","kit","for"
"2471",48,"2","3","mil","copi"
"2478",35,"2","954","squar","feet"
"2480",76,"2","a","ladi","u"
"2482",22,"2","a","week","for"
"2488",31,"2","add","the","onion"
"2491",41,"2","and","8","pm"
"2494",47,"2","ask","u","textil"
"2495",38,"2","at","12","48pm"
"2497",48,"2","b","a","teen"
"2500",36,"2","billion","isnt","on"
"2501",24,"2","book","abandon","click"
"2503",29,"2","bridg","","sure"
"2504",38,"2","by","joel","dewberri"
"2506",38,"2","carrot","peel","and"
"2508",32,"2","citi","singapor","japan"
"2509",61,"2","clai","brown","amp"
"2512",29,"2","cup","measur","cup"
"2515",43,"2","dai","ago","when"
"2516",41,"2","dai","ago","you"
"2517",48,"2","dai","in","japan"
"2523",56,"2","do","thing","like"
"2524",51,"2","electron","and","two"
"2526",27,"2","find","a","flesh"
"2527",25,"2","for","1","burger"
"2531",29,"2","full","cup","of"
"2537",55,"2","green","beer","and"
"2541",27,"2","i","wa","like"
"2544",51,"2","ion","used","thi"
"2546",21,"2","it","our","biggest"
"2550",43,"2","mani","forc","close"
"2552",29,"2","meet","me","outsid"
"2554",29,"2","metal","and","3"
"2555",26,"2","mile","but","next"
"2556",23,"2","million","peopl","80"
"2557",52,"2","million","per","yr"
"2559",34,"2","minut","remov","to"
"2561",59,"2","minut","till","your"
"2562",38,"2","month","and","4"
"2566",24,"2","new","interview","with"
"2567",31,"2","new","member","of"
"2571",42,"2","often","resembl","here"
"2572",26,"2","over","among","remax"
"2573",30,"2","oz","unsweeten","chocol"
"2574",62,"2","pant","not","shown"
"2578",43,"2","plai","bball","at"
"2580",21,"2","pm","includ","nine"
"2587",52,"2","show","thi","summer"
"2589",56,"2","step","up","2"
"2596",26,"2","the","new","pornograph"
"2597",33,"2","the","oldest","i"
"2600",33,"2","the","street","ar"
"2602",37,"2","to","drive","megan"
"2609",38,"2","victori","on","suspen"
"2610",23,"2","week","ago","i"
"2611",23,"2","week","to","new"
"2612",31,"2","white","men","1"
"2613",37,"2","with","registr","at"
"2617",58,"2","year","of","experinc"
"2620",35,"2","young","man","fanci"
"2624",28,"2","thank","to","the"
"2625",32,"22312","he","got","ear"
"2629",23,"20","26","the","resurrect"
"2631",36,"20","adjac","suit","sell"
"2633",34,"20","but","thi","movie"
"2634",43,"20","cent","lower","than"
"2637",36,"20","feet","while","weld"
"2641",44,"20","in","a","row"
"2644",22,"20","million","claim","against"
"2648",28,"20","minut","of","charact"
"2649",30,"20","minut","wa","suffici"
"2650",43,"20","minut","without","an"
"2651",24,"20","minut","battl","back"
"2652",39,"20","minut","stir","in"
"2654",24,"20","or","more","yard"
"2656",34,"20","per","person","thei"
"2657",39,"20","percent","of","the"
"2666",70,"20","yard","field","goal"
"2667",30,"20","yard","out","on"
"2668",26,"20","year","ago","but"
"2669",26,"20","year","combin","he"
"2670",29,"20","year","in","prison"
"2671",36,"20","year","of","servic"
"2675",50,"20","tipi","feel","like"
"2677",24,"20","of","u","get"
"2679",24,"20","off","jewelri","ad"
"2681",25,"200","000","were","return"
"2685",24,"200","case","report","so"
"2688",33,"200","follow","in","order"
"2689",37,"200","meter","in","347"
"2695",40,"200","posit","the","compani"
"2699",43,"2000","peopl","die","in"
"2706",23,"2001","she","respond","that"
"2708",33,"2001","and","in","the"
"2709",37,"2001","he","found","aamir"
"2710",32,"2001","incompet","and","underpaid"
"2715",48,"2002","by","gov","jess"
"2716",41,"2002","in","fact","there"
"2718",44,"2002","spot","thediff","ur"
"2719",43,"2002","to","encourag","peopl"
"2721",23,"2003","eventu","to","split"
"2723",33,"2003","inniskillin","vidal","icewin"
"2726",44,"2003","youlneverwalkalon","pu","bef"
"2727",35,"2004","account","and","encourag"
"2728",44,"2004","clan","royal","2nd"
"2729",42,"2004","roll","call","on"
"2734",30,"2005","but","some","lawmak"
"2735",31,"2005","commenc","address","at"
"2736",35,"2005","in","peru","on"
"2737",44,"2005","innox","7th","spot"
"2739",25,"2005","law","","which"
"2740",39,"2005","nhl","draft","the"
"2742",41,"2005","rb","tatum","bell"
"2746",28,"2005","when","lawmak","last"
"2749",25,"2005a","tamil","tiger","martyrs"
"2750",33,"2006","and","i","an"
"2754",41,"2006","cb","darrent","william"
"2755",44,"2006","clan","royal","3rd"
"2758",36,"2006","he","hit","297"
"2769",37,"2007","in","2008","he"
"2770",44,"2007","lami","10th","clan"
"2772",39,"2007","nba","rooki","of"
"2776",22,"2007","the","feder","govern"
"2777",41,"2007","the","singl","mother"
"2781",23,"2007","when","you","perform"
"2785",36,"2008","and","hit","25"
"2792",37,"2008","he","launch","hi"
"2794",35,"2008","he","wa","in"
"2795",43,"2008","in","khyber","agenc"
"2796",23,"2008","in","on","of"
"2797",28,"2008","in","the","wake"
"2799",44,"2008","king","john","castl"
"2801",27,"2008","of","the","list"
"2803",32,"2008","regularseason","game","against"
"2805",37,"2008","season","win","six"
"2806",41,"2008","te","toni","scheffler"
"2808",42,"2008","when","a","ticket"
"2810",43,"2008","when","it","wa"
"2811",25,"2008","white","mai","not"
"2814",26,"2009","and","2010","texa"
"2816",44,"2009","butler","cabin","7th"
"2817",24,"2009","decis","for","exampl"
"2820",36,"2009","hi","product","drop"
"2823",28,"2009","it","ha","collect"
"2824",28,"2009","of","san","francisco"
"2825",23,"2009","plan","that","the"
"2827",37,"2009","season","senior","jeff"
"2833",35,"2009","the","govern","receiv"
"2834",35,"2009","the","mother","of"
"2836",36,"2009","thi","i","alwai"
"2837",36,"2009","thompson","began","run"
"2838",28,"2009","to","file","fal"
"2842",44,"200gb","data","nativ","capabl"
"2844",24,"2010","09","08","iraq"
"2847",39,"2010","accord","to","court"
"2849",25,"2010","after","crash","hi"
"2854",22,"2010","censu","from","a"
"2857",44,"2010","dont","push","it"
"2858",33,"2010","free","agenc","over"
"2859",23,"2010","he","receiv","a"
"2860",27,"2010","high","school","price"
"2861",38,"2010","in","the","number"
"2865",40,"2010","my","main","goal"
"2866",43,"2010","onli","to","return"
"2868",32,"2010","prom","dress","ar"
"2869",36,"2010","remak","of","karat"
"2871",47,"2010","sutton","call","rich"
"2872",30,"2010","test","she","said"
"2873",26,"2010","texa","and","tenness"
"2874",45,"2010","that","about","5"
"2875",24,"2010","the","american","cancer"
"2876",47,"2010","then","came","the"
"2877",30,"2010","trade","deadlin","bolster"
"2879",42,"2010","wa","my","last"
"2885",32,"2011","befor","hi","colli"
"2886",34,"2011","billboard","music","award"
"2888",31,"2011","curb","creativ","leadership"
"2891",44,"2011","dont","push","it"
"2893",44,"2011","epic","finalist","for"
"2895",42,"2011","fiscal","year",""
"2899",31,"2011","insist","offfield","issu"
"2900",24,"2011","i","welldocu","some"
"2901",36,"2011","lacross","without","eassist"
"2902",44,"2011","live","in","cleveland"
"2904",29,"2011","most","of","whom"
"2907",36,"2011","qualifi","for","a"
"2908",24,"2011","remast","there","wa"
"2911",20,"2011","toni","for","best"
"2918",25,"2011","with","friend","in"
"2919",41,"2011","wr","eddi","royal"
"2925",32,"2012","and","move","on"
"2929",26,"2012","a","part","of"
"2934",44,"2012","firehousecustomz","your","complet"
"2938",63,"2012","here","at","the"
"2941",34,"2012","i","larg","about"
"2944",36,"2012","lacross","and","smaller"
"2945",37,"2012","of","nightshad","author"
"2946",35,"2012","project","in","dc"
"2948",28,"2012","the","film","i"
"2955",25,"2013","tho","then","i"
"2958",22,"201415","season","that","pai"
"2960",37,"2016","with","mitig","all"
"2964",32,"2020","workplac","bridg","the"
"2965",23,"2030","of","air","right"
"2966",41,"20304","w","white","tank"
"2969",24,"2064141039","to","schedul","a"
"2973",29,"20gallon","big","bag","or"
"2975",51,"20lb","in","20","dai"
"2976",41,"20monthold","child","were","airlift"
"2977",35,"20pm","and","10","36pm"
"2979",41,"20show","u","leg","of"
"2980",37,"20th","arrondiss","now","and"
"2983",29,"20th","you","will","see"
"2984",37,"20yearold","hung","out","with"
"2985",27,"20yearold","patient","call","with"
"2989",44,"21","","stuf","salmon"
"2990",40,"21","and","up","puhleaz"
"2991",39,"21","at","oakland","415"
"2992",22,"21","at","verizon","wireless"
"2994",26,"21","but","probabl","not"
"2995",41,"21","children","for","everi"
"2996",32,"21","citi","and","35"
"2997",33,"21","dai","left","of"
"3005",24,"21","percent","increa","in"
"3006",33,"21","the","mean","ag"
"3012",31,"210","a","run","back"
"3014",31,"2122657150","let","u","know"
"3015",38,"212","capit","group","after"
"3017",35,"213","yard","against","boonsboro"
"3022",41,"218","it","will","be"
"3023",31,"219th","post","so","i"
"3027",44,"21st","clan","royal","co"
"3029",44,"21st","risk","accessor","ur"
"3030",22,"21st","to","visit","omi"
"3031",44,"21yearold","son","rj","gullia"
"3033",40,"22","appear","to","eat"
"3034",28,"22","billion","in","the"
"3036",22,"22","game","in","all"
"3037",32,"22","in","angel","catcher"
"3039",22,"22","million","for","those"
"3042",39,"22","thei","each","ar"
"3043",46,"22","wide","receiv","and"
"3045",25,"220","freewai","lane","of"
"3046",26,"220","pound","star","last"
"3047",32,"220","soldier","of","the"
"3048",24,"221","dayz","til","graduat"
"3050",34,"225","episod","befor","it"
"3052",27,"2263422","research","john","martin"
"3055",31,"227th","pick","miami","i"
"3056",44,"22nd","1998","gimm","five"
"3057",44,"22nd","2005","innox","7th"
"3058",44,"22nd","2009","butler","cabin"
"3059",31,"22nd","avenu","and","lombard"
"3060",36,"22nd","i","the","last"
"3061",44,"22nd","le","coudrai","pu"
"3063",39,"23","2010","accord","to"
"3066",32,"23","from","washington","to"
"3067",36,"23","game","in","goal"
"3070",31,"23","jeremi","jacob","68"
"3072",38,"23","minut","add","to"
"3073",28,"23","of","newark",""
"3079",39,"232","000","for","a"
"3081",36,"234897","barbecu","fli","to"
"3083",37,"235","led","san","diego"
"3084",32,"2355","hickori","st","35"
"3085",38,"235ounc","drink","which","contain"
"3086",31,"23781","in","the","m1112"
"3088",37,"239","in","game","immedi"
"3089",44,"23rd","2007","lami","10th"
"3090",31,"23yearold","man","ha","been"
"3099",39,"24","hour","or","the"
"3100",23,"24","incid","report","worldwid"
"3103",26,"24","outdoor","adventur","travel"
"3108",20,"247","by","get","anybodi"
"3111",33,"240","yard","short","of"
"3118",30,"249","for","25","gigabyt"
"3121",36,"24liter","fourcylind","powerpl","furthermor"
"3124",44,"24th","1997","wyld","hide"
"3125",30,"24th","of","the","month"
"3128",25,"24th","who","it","gonna"
"3135",22,"25","and","the","major"
"3136",37,"25","bui","in","also"
"3138",31,"25","game","remain","the"
"3139",30,"25","gigabyt","to","4999"
"3140",36,"25","homer","in","2009"
"3142",42,"25","lopez","who","had"
"3144",33,"25","million","and","near"
"3146",32,"25","mph","pace","in"
"3147",22,"25","now","will","be"
"3148",28,"25","of","north","plainfield"
"3151",39,"25","per","cent","target"
"3152",21,"25","per","twoperson","team"
"3153",42,"25","percent","but","never"
"3155",39,"25","save","in","hi"
"3156",30,"25","seven","plai","into"
"3159",32,"25","wa","guilti","of"
"3161",22,"25","year","ago","on"
"3163",22,"25","year","old","becau"
"3164",22,"25","year","old","everyon"
"3170",30,"250","000","fine","when"
"3171",31,"250","fb","friend","to"
"3175",28,"2521","score","multipl","run"
"3176",29,"253","ar","within","five"
"3181",21,"258","pound","i","told"
"3187",30,"26","74","ye","he"
"3190",33,"26","game","earli","last"
"3192",39,"26","million","energi","conserv"
"3196",23,"26","the","resurrect","jesu"
"3202",21,"26acr","waterfront","compound","on"
"3204",73,"27","bronco","14","close"
"3205",42,"27","000","a","year"
"3208",36,"27","800","includ","destin"
"3210",42,"27","billion","","and"
"3211",31,"27","but","citi","offici"
"3215",31,"27","extrem","awkward","thing"
"3217",33,"27","g","5","percent"
"3218",21,"27","game","into","the"
"3221",26,"27","octob","the","fifth"
"3222",36,"27","percent","of","the"
"3223",43,"27","race","to","the"
"3224",58,"27","year","old","surpris"
"3227",41,"2747","fairmount","blvd","northwest"
"3232",44,"27th","2003","youlneverwalkalon","pu"
"3234",32,"28","2008","regularseason","game"
"3235",53,"28","4th","st","btwn"
"3236",44,"28","a","violin","student"
"3239",25,"28","ortega","offer","to"
"3242",38,"28","tualatin","hill","natur"
"3244",25,"2826","but","the","duck"
"3245",47,"2842","and","will","go"
"3246",25,"286","minnesota","physician","had"
"3248",47,"286bed","hospit","wa","salvag"
"3249",26,"28august","24","outdoor","adventur"
"3250",29,"28th","of","februari","well"
"3251",28,"28yearold","met","her","alleg"
"3254",34,"29","lope","termin","the"
"3256",37,"29","out","of","68"
"3263",27,"295","and","larg","595"
"3265",39,"295pound","armond","will","work"
"3266",38,"296","from","threepoint","rang"
"3267",39,"297","career","game","295"
"3268",36,"297","in","2008","and"
"3271",39,"29oct","7","","china"
"3273",38,"2","year","a","an"
"3275",28,"2bn","from","12","bn"
"3278",57,"2dai","happi","homecom","gophoenix"
"3279",26,"2iron","in","these","18"
"3282",44,"2nd","2006","clan","royal"
"3283",37,"2nd","arrondiss","by","the"
"3284",44,"2nd","bob","hall","pu"
"3286",44,"2nd","lami","fell","2nd"
"3288",40,"2nd","nate","sweet","grandmoth"
"3289",37,"2nd","or","1st","arrondiss"
"3293",52,"2nd","show","ha","been"
"3294",44,"2nd","spot","thediff","5th"
"3296",36,"2nd","year","at","univ"
"3297",20,"2need","for","dispatch","underground"
"3299",30,"2p2","make","sure","to"
"3303",47,"31","maryland","a","we"
"3305",34,"36","month","cloth","and"
"3307",35,"3","00pm","on","the"
"3308",45,"3","06","am","that"
"3309",26,"3","088","6","888"
"3310",41,"3","150","new","condominium"
"3312",30,"3","1925","in","new"
"3313",31,"3","3","learn","to"
"3315",21,"3","333","thing","that"
"3316",55,"3","4","who","i"
"3317",26,"3","500","in","the"
"3320",45,"3","a","so","far"
"3326",46,"3","am","where","did"
"3328",37,"3","and","with","hi"
"3332",42,"3","billion","in","2012"
"3335",49,"3","box","of","book"
"3336",33,"3","boi","thei","have"
"3337",33,"3","by","al","harrington"
