"line","frequency","Term"
"21077",1095,"six"
"21078",44,"sixer"
"21080",77,"sixteen"
"21081",33,"sixteenth"
"21083",200,"sixth"
"21086",24,"sixtythr"
"21087",71,"sixyear"
"21088",60,"sizabl"
"21089",407,"size"
"21092",43,"size"
"21096",23,"skate"
"21099",41,"skeptic"
"21100",49,"skeptic"
"21101",134,"sketch"
"21102",87,"sketchbook"
"21103",24,"sketcher"
"21104",39,"sketchi"
"21105",78,"ski"
"21106",38,"skililla"
"21107",68,"skidoo"
"21108",34,"skier"
"21109",405,"skill"
"21110",100,"skillet"
"21111",115,"skill"
"21113",27,"skimmer"
"21114",335,"skin"
"21115",42,"skindel"
"21117",107,"skinni"
"21119",217,"skip"
"21122",153,"skirt"
"21123",36,"skit"
"21126",120,"skoret"
"21128",29,"skrastin"
"21131",79,"skull"
"21132",314,"sky"
"21134",34,"skylin"
"21136",141,"skype"
"21138",28,"skyrocket"
"21139",27,"skyscrap"
"21140",33,"skywalk"
"21141",69,"slack"
"21142",52,"slacker"
"21144",31,"slag"
"21145",40,"slagu"
"21147",180,"slam"
"21151",86,"slap"
"21153",125,"slash"
"21155",52,"slate"
"21157",62,"slather"
"21158",35,"slaughter"
"21159",80,"slave"
"21160",28,"slaveri"
"21162",25,"slai"
"21164",1512,"sleep"
"21169",57,"sleep"
"21174",48,"sleev"
"21175",52,"sleigh"
"21176",79,"slept"
"21177",25,"slew"
"21178",307,"slice"
"21180",20,"slice"
"21181",22,"slick"
"21182",189,"slide"
"21183",33,"slider"
"21185",240,"slight"
"21187",25,"slim"
"21188",30,"slimi"
"21189",39,"slimmer"
"21190",23,"sling"
"21191",144,"slip"
"21193",45,"slipper"
"21194",20,"slipperi"
"21201",20,"slope"
"21202",48,"sloppi"
"21203",119,"slot"
"21204",20,"slouch"
"21205",412,"slow"
"21206",56,"slowb"
"21208",71,"slower"
"21209",284,"slowli"
"21210",29,"slowli"
"21215",33,"slugger"
"21216",27,"sluggish"
"21217",52,"slum"
"21218",26,"slumber"
"21228",25,"smack"
"21229",37,"smackdown"
"21230",23,"smackin"
"21232",1778,"small"
"21234",306,"smaller"
"21235",24,"smallest"
"21237",316,"smart"
"21241",28,"smartphon"
"21243",38,"smartphonemak"
"21245",128,"smash"
"21246",38,"smashbox"
"21249",57,"smdh"
"21251",30,"smedlei"
"21252",521,"smell"
"21255",245,"smh"
"21256",595,"smile"
"21259",47,"smilin"
"21262",455,"smith"
"21263",70,"smithsburg"
"21265",309,"smoke"
"21266",39,"smoker"
"21270",25,"smokin"
"21271",48,"smokinbullets0"
"21272",30,"smoke"
"21273",49,"smolei"
"21275",152,"smooth"
"21276",26,"smoothi"
"21278",38,"smother"
"21279",34,"sm"
"21281",62,"smthng"
"21283",21,"smug"
"21284",61,"smuggl"
"21286",56,"smx"
"21287",174,"snack"
"21289",57,"snag"
"21291",159,"snake"
"21293",188,"snap"
"21294",83,"snapshot"
"21296",37,"snarf"
"21298",107,"snatch"
"21299",97,"sneak"
"21300",41,"sneaker"
"21301",49,"sneaki"
"21302",40,"sneer"
"21303",78,"sneez"
"21304",39,"sneez"
"21305",76,"sneez"
"21308",23,"snellen"
"21309",23,"snif"
"21310",41,"sniff"
"21316",107,"snl"
"21323",34,"snot"
"21324",391,"snow"
"21325",31,"snowboard"
"21326",38,"snowfal"
"21328",174,"snow"
"21333",78,"snub"
"21334",21,"snuffl"
"21335",40,"snyder"
"21336",77,"socal"
"21337",43,"soa"
"21339",27,"so"
"21340",193,"soak"
"21342",35,"soap"
"21344",64,"soapston"
"21345",83,"soar"
"21347",26,"sober"
"21348",31,"sober"
"21349",42,"sobotka"
"21350",105,"sobran"
"21351",62,"sobrieti"
"21353",22,"socal"
"21354",199,"soccer"
"21355",848,"social"
"21356",22,"sociali"
"21357",43,"socialist"
"21358",33,"social"
"21360",38,"societ"
"21361",388,"societi"
"21362",187,"societi"
"21363",46,"sock"
"21364",25,"sock"
"21365",114,"soda"
"21368",46,"sodium"
"21371",22,"sofa"
"21372",364,"soft"
"21375",36,"soften"
"21376",72,"soften"
"21377",73,"soft"
"21378",138,"softwar"
"21380",60,"soggi"
"21381",87,"soil"
"21383",265,"solar"
"21385",394,"sold"
"21386",290,"soldier"
"21387",61,"soldier"
"21388",85,"soldout"
"21389",60,"sole"
"21390",22,"solicit"
"21391",380,"solid"
"21394",27,"solidifi"
"21396",37,"solitud"
"21397",33,"solo"
"21398",21,"solomon"
"21401",278,"solut"
"21403",76,"solut"
"21404",35,"solut"
"21405",169,"solv"
"21407",70,"som"
"21408",23,"soma"
"21410",47,"somber"
"21411",8888,"some"
"21412",395,"somebodi"
"21413",80,"somedai"
"21414",260,"somehow"
"21415",2250,"someon"
"21416",21,"someon"
"21417",29,"someone"
"21419",3325,"someth"
"21420",69,"somethin"
"21421",318,"someth"
"21422",21,"somethingi"
"21423",43,"somethinn"
"21424",1597,"sometim"
"21425",71,"sometim"
"21426",236,"sometim"
"21427",27,"sometimesespeci"
"21428",398,"somewhat"
"21429",25,"somewhathigh"
"21430",211,"somewh"
"21431",113,"somewher"
"21432",46,"somm"
"21433",852,"son"
"21439",983,"song"
"21440",43,"song"
"21442",50,"song"
"21445",210,"soni"
"21446",44,"sonia"
"21447",24,"sonic"
"21448",40,"soninlaw"
"21449",32,"sonnen"
"21451",36,"sonoma"
"21452",38,"sonora"
"21453",94,"son"
"21454",75,"soo"
"21455",1528,"soon"
"21456",28,"soon"
"21458",52,"sooner"
"21463",30,"soopa"
"21464",20,"sooth"
"21466",44,"soph"
"21467",37,"sophi"
"21468",56,"sophia"
"21469",37,"sophi"
"21470",56,"sophist"
"21471",40,"sophist"
"21472",124,"sophomor"
"21477",102,"sore"
"21479",852,"sorri"
"21480",100,"sorrow"
"21481",120,"sorri"
"21482",680,"sort"
"21483",60,"sorta"
"21484",25,"sort"
"21485",23,"sorum"
"21486",32,"sorvino"
"21488",117,"soto"
"21489",206,"sought"
"21491",375,"soul"
"21492",38,"soul"
"21493",33,"soulmat"
"21495",34,"soulsearch"
"21496",1414,"sound"
"21498",36,"soundboard"
"21500",31,"sound"
"21502",83,"soundtrack"
"21504",321,"soup"
"21506",176,"sour"
"21507",433,"sourc"
"21509",68,"sourc"
"21510",21,"sou"
"21511",1509,"south"
"21513",24,"southampton"
"21514",22,"southbai"
"21515",58,"southbound"
"21516",176,"southeast"
"21517",34,"southeastern"
"21518",20,"southend"
"21519",240,"southern"
"21521",28,"southward"
"21523",48,"southwest"
"21524",80,"souvenir"
"21525",55,"sovereign"
"21526",30,"soviet"
"21527",47,"sower"
"21528",105,"sox"
"21529",37,"soi"
"21530",21,"soze"
"21531",61,"spa"
"21532",729,"space"
"21533",38,"spacebar"
"21534",30,"spaceman"
"21537",228,"spain"
"21538",44,"spald"
"21539",143,"spam"
"21541",77,"span"
"21542",26,"spangler"
"21543",246,"spanish"
"21544",91,"spare"
"21545",137,"spark"
"21547",20,"sparklewren"
"21548",37,"spark"
"21549",25,"spar"
"21551",52,"spartensburg"
"21552",23,"spasm"
"21553",34,"spatenfranziskanerbrãu"
"21554",110,"spatula"
"21555",43,"spawn"
"21556",25,"spai"
"21557",25,"spayneut"
"21558",25,"spca"
"21559",37,"spdp"
"21560",1035,"speak"
"21561",236,"speaker"
"21562",63,"speaker"
"21563",92,"speak"
"21565",161,"speci"
"21566",998,"special"
"21570",31,"special"
"21571",31,"speciali"
"21572",51,"specialist"
"21573",61,"special"
"21574",41,"specialti"
"21576",73,"speci"
"21577",278,"specif"
"21579",20,"specif"
"21580",58,"specif"
"21583",48,"specimen"
"21585",53,"spectacl"
"21586",67,"spectacular"
"21587",21,"spectat"
"21588",43,"spectat"
"21589",36,"spectat"
"21591",102,"spectrum"
"21592",169,"specul"
"21595",277,"speech"
"21597",57,"speechless"
"21598",323,"speed"
"21601",28,"speedomet"
"21602",180,"spell"
"21604",36,"spellcheck"
"21605",31,"speller"
"21606",64,"spencer"
"21607",1165,"spend"
"21608",40,"spend"
"21609",967,"spent"
"21614",24,"spheric"
"21615",51,"spi"
"21616",25,"spica"
"21617",80,"spice"
"21619",30,"spiceyi"
"21621",271,"spider"
"21623",42,"spider"
"21625",34,"spi"
"21626",77,"spielberg"
"21628",180,"spike"
"21629",29,"spike"
"21630",57,"spil"
"21631",188,"spill"
"21633",153,"spin"
"21634",70,"spinach"
"21635",23,"spine"
"21636",27,"spiral"
"21639",594,"spirit"
"21641",157,"spiritu"
"21642",23,"spiritualphi"
"21643",30,"spiritu"
"21644",45,"spit"
"21645",42,"spite"
"21646",23,"spitz"
"21647",80,"spitzer"
"21648",29,"spivak"
"21649",47,"spl"
"21651",65,"splash"
"21658",239,"split"
"21660",37,"spm"
"21661",39,"spock"
"21662",167,"spoil"
"21664",101,"spoiler"
"21665",35,"spoiler"
"21667",279,"spoke"
"21668",157,"spoken"
"21669",468,"spokesman"
"21670",62,"spokeswoman"
"21673",87,"spongebob"
"21674",32,"spong"
"21675",327,"sponsor"
"21678",63,"spoon"
"21682",646,"sport"
"21683",80,"sport"
"21685",25,"sportswrit"
"21686",1099,"spot"
"21687",54,"spotifi"
"21688",79,"spotless"
"21689",87,"spotlight"
"21691",24,"spot"
"21693",31,"spou"
"21698",32,"sprain"
"21699",26,"sprai"
"21700",27,"sprai"
"21701",486,"spread"
"21703",52,"spree"
"21705",940,"spring"
"21707",40,"springbreak"
"21708",32,"springer"
"21709",52,"springfield"
"21711",28,"spring"
"21712",130,"springsteen"
"21713",31,"springsteen"
"21714",71,"sprinkl"
"21716",33,"spritz"
"21717",62,"sprole"
"21719",55,"spruce"
"21720",48,"spun"
"21721",49,"spur"
"21722",23,"spurr"
"21723",85,"spur"
"21724",58,"spurs"
"21725",83,"spurt"
"21726",23,"spv"
"21727",172,"spx"
"21728",26,"squab"
"21731",43,"squad"
"21732",33,"squalor"
"21734",236,"squar"
"21735",27,"squar"
"21736",23,"squar"
"21737",98,"squash"
"21738",164,"squeaki"
"21741",47,"squir"
"21742",31,"squirm"
"21743",36,"squirrel"
"21744",55,"squish"
"21747",81,"sri"
"21749",55,"srsli"
"21750",29,"ssh"
"21753",89,"stab"
"21755",43,"stabil"
"21757",21,"stabil"
"21758",126,"stabl"
"21759",123,"stabl"
"21760",96,"stacei"
"21762",147,"stack"
"21764",219,"stadium"
"21766",32,"staf"
"21767",703,"staff"
"21769",33,"stafford"
"21770",333,"stage"
"21774",75,"stage"
"21775",43,"stagger"
"21777",26,"stahl"
"21778",58,"stain"
"21780",83,"stair"
"21782",34,"stair"
"21783",82,"stake"
"21786",44,"stale"
"21787",25,"stalf"
"21788",31,"stalin"
"21790",111,"stall"
"21791",154,"stamp"
"21794",50,"stamp"
"21795",66,"stan"
"21796",58,"stanc"
"21798",1154,"stand"
"21800",694,"standard"
"21802",117,"standard"
"21806",28,"stand"
"21808",94,"standoff"
"21809",29,"standout"
"21810",29,"standout"
"21814",170,"stanford"
"21815",100,"stanlei"
"21816",56,"stanton"
"21817",33,"stanton"
"21819",55,"stapl"
"21820",24,"stapl"
"21822",1024,"star"
"21824",77,"starbuck"
"21827",41,"starbuckstheo"
"21828",23,"starch"
"21829",218,"stare"
"21830",21,"stare"
"21832",32,"stark"
"21834",43,"starledg"
"21837",137,"star"
"21840",4631,"start"
"21841",110,"start"
"21842",127,"starter"
"21843",44,"starter"
"21844",52,"start"
"21845",56,"startl"
"21847",32,"startl"
"21848",147,"start"
"21849",36,"startup"
"21850",27,"starv"
"21851",34,"starv"
"21852",112,"stash"
"21856",4120,"state"
"21857",43,"statebyst"
"21859",37,"state"
"21862",583,"statement"
"21864",28,"staten"
"21866",338,"state"
"21868",80,"statewid"
"21872",283,"station"
"21873",37,"station"
"21874",118,"statist"
"21875",78,"statist"
"21876",39,"stat"
"21877",23,"statu"
"21879",23,"statuett"
"21880",110,"statu"
"21881",30,"statut"
"21883",36,"statutori"
"21884",49,"staunton"
"21885",23,"stausbol"
"21887",1806,"stai"
"21889",33,"stazon"
"21891",110,"steadi"
"21892",34,"steadili"
"21893",35,"steadili"
"21895",55,"steak"
"21897",268,"steal"
"21899",53,"steal"
"21900",40,"steal"
"21901",28,"stealth"
"21902",176,"steam"
"21908",96,"steel"
"21909",37,"steelcas"
"21910",40,"steeler"
"21911",41,"steeler"
"21913",46,"steep"
"21914",31,"steepl"
"21915",42,"steer"
"21916",29,"stefan"
"21918",59,"stegman"
"21922",36,"steinwai"
"21923",21,"stella"
"21925",51,"stellar"
"21926",126,"stem"
"21927",33,"stem"
"21929",77,"stemwar"
"21930",1202,"step"
"21932",28,"stepgrandchildren"
"21933",35,"stephani"
"21935",219,"stephen"
"21936",23,"stephon"
"21937",50,"stepmoth"
"21938",27,"stepmoth"
"21946",49,"stereotyp"
"21947",44,"stereotyp"
"21948",24,"steril"
"21954",119,"stern"
"21955",31,"steroid"
"21959",605,"steve"
"21960",84,"steven"
"21965",24,"stevik"
"21966",44,"stew"
"21967",85,"steward"
"21968",174,"stewart"
"21970",477,"stick"
"21972",56,"sticker"
"21973",50,"sticki"
"21974",93,"stick"
"21978",40,"stigma"
"21979",69,"stil"
"21980",4767,"still"
"21982",26,"stillact"
"21983",30,"stillform"
"21987",66,"sting"
"21990",150,"stingrai"
"21991",45,"stink"
"21992",32,"stink"
"21995",125,"stink"
"21996",87,"stint"
"21998",354,"stir"
"22000",27,"stitch"
"22002",23,"stitch"
"22004",207,"stock"
"22006",42,"stock"
"22009",37,"stockswap"
"22010",29,"stoic"
"22013",242,"stoke"
"22015",111,"stole"
"22016",200,"stolen"
"22018",72,"stomach"
"22019",20,"stomp"
"22020",220,"stone"
"22021",57,"stoner"
"22022",76,"stone"
"22023",61,"stonewar"
"22024",178,"stood"
"22025",38,"stoop"
"22026",2154,"stop"
"22027",24,"stop"
"22030",26,"stop"
"22031",67,"stop"
"22033",170,"storag"
"22035",1270,"store"
"22036",35,"storefront"
"22037",39,"store"
"22039",1792,"stori"
"22040",140,"stori"
"22041",222,"storm"
"22044",683,"stori"
"22045",44,"story"
"22047",33,"storylin"
"22048",44,"storytel"
"22050",42,"stoudemir"
"22051",63,"stoudemir"
"22053",31,"stovepip"
"22054",53,"str8likedat"
"22056",488,"straight"
"22057",25,"straightawai"
"22060",31,"straightlin"
"22061",165,"strain"
"22063",21,"strain"
"22065",39,"strait"
"22066",51,"strakhov"
"22068",279,"strang"
"22069",28,"strang"
"22070",94,"stranger"
"22071",28,"stranger"
"22074",38,"strap"
"22075",54,"strap"
"22076",33,"strasbourg"
"22078",23,"strateg"
"22079",273,"strategi"
"22080",63,"strategi"
"22081",22,"stratton"
"22082",27,"strausskahn"
"22083",96,"straw"
"22084",21,"strawbal"
"22085",79,"strawberri"
"22086",46,"strawgrasp"
"22087",312,"streak"
"22089",41,"streakiest"
"22090",164,"stream"
"22091",36,"streamer"
"22092",38,"streamlin"
"22096",1028,"street"
"22099",238,"strength"
"22100",181,"strengthen"
"22101",275,"stress"
"22102",20,"stress"
"22104",42,"stress"
"22105",349,"stretch"
"22106",63,"stretch"
"22108",98,"strickland"
"22109",51,"strict"
"22110",68,"stride"
"22111",42,"stridenc"
"22112",57,"stride"
"22113",168,"strike"
"22115",32,"strikeout"
"22117",25,"strike"
"22118",42,"strikingli"
"22119",115,"string"
"22120",39,"stringent"
"22121",38,"stringer"
"22122",30,"string"
"22123",140,"strip"
"22125",23,"stripe"
"22127",28,"strip"
"22129",24,"strive"
"22131",71,"stroke"
"22132",56,"stroll"
"22134",1095,"strong"
"22135",130,"stronger"
"22137",21,"stronghart"
"22139",42,"strongsvil"
"22140",243,"struck"
"22141",163,"structur"
"22142",92,"structur"
"22143",69,"structur"
"22144",45,"structur"
"22145",726,"struggl"
"22146",43,"strung"
"22148",23,"stryker"
"22150",40,"st"
"22151",41,"stu"
"22154",22,"stubborn"
"22155",192,"stucco"
"22156",310,"stuck"
"22157",29,"stud"
"22158",1659,"student"
"22159",24,"studentstud"
"22160",125,"student"
"22161",983,"studi"
"22162",22,"studi"
"22163",39,"studi"
"22164",45,"studiesamerican"
"22165",372,"studio"
"22167",28,"studios"
"22168",158,"studi"
"22169",122,"stuf"
"22170",1226,"stuff"
"22172",138,"stumbl"
"22174",179,"stun"
"22177",34,"stun"
"22178",109,"stupid"
"22179",28,"stupid"
"22181",634,"style"
"22183",48,"stylebistro"
"22185",34,"stylish"
"22187",32,"stylistturneddesign"
"22188",25,"styliz"
"22189",37,"suafilo"
"22190",35,"suav"
"22191",44,"suav"
"22192",83,"sub"
"22195",24,"subcommitt"
"22199",466,"subject"
"22201",20,"subject"
"22202",39,"subjug"
"22205",29,"submarin"
"22206",43,"submerg"
"22207",73,"submiss"
"22209",215,"submit"
"22214",139,"subscrib"
"22215",20,"subscrib"
"22216",109,"subsequ"
"22218",79,"subsidi"
"22219",66,"subsidiari"
"22220",35,"subsidi"
"22221",55,"substanc"
"22223",38,"substant"
"22224",188,"substanti"
"22225",61,"substitut"
"22228",94,"subtl"
"22230",65,"suburb"
"22231",25,"suburban"
"22233",59,"subwai"
"22234",46,"succ"
"22235",150,"succe"
"22238",1200,"success"
"22239",39,"successfail"
"22241",150,"success"
"22244",35,"succumb"
"22245",3018,"such"
"22246",21,"suchandsuch"
"22247",256,"suck"
"22248",69,"suck"
"22250",144,"suck"
"22251",295,"sudden"
"22252",24,"suddenli"
"22254",48,"sue"
"22255",24,"sued"
"22258",323,"suffer"
"22259",21,"suffer"
"22261",145,"suffici"
"22262",460,"sugar"
"22263",28,"sugarcan"
"22265",27,"sugarfest"
"22266",72,"sugg"
"22267",769,"suggest"
"22269",48,"suggest"
"22270",65,"suicid"
"22271",117,"suicid"
"22272",635,"suit"
"22273",96,"suitabl"
"22275",41,"suitor"
"22276",35,"suleman"
"22277",42,"sulfacetr"
"22278",84,"sulfur"
"22279",81,"sullivan"
"22280",357,"sum"
"22285",37,"summar"
"22286",1124,"summer"
"22288",86,"summit"
"22290",29,"summitt"
"22291",23,"summon"
"22293",598,"sun"
"22294",61,"sunbak"
"22295",1075,"sundai"
"22296",98,"sundai"
"22297",23,"sunfir"
"22298",52,"sung"
"22299",42,"sunglass"
"22300",42,"sunglass"
"22304",21,"sunlight"
"22305",224,"sunni"
"22308",20,"sunri"
"22312",67,"sunset"
"22313",66,"sunshin"
"22314",51,"sunshin"
"22316",34,"suntim"
"22317",46,"suntim"
"22320",661,"super"
"22321",31,"superdup"
"22327",81,"superb"
"22328",33,"superfici"
"22329",56,"superfood"
"22330",43,"supergirl"
"22331",30,"superhero"
"22332",164,"superintend"
"22333",172,"superior"
"22334",40,"superman"
"22335",33,"supermarket"
"22339",23,"supersensit"
"22340",25,"supersp"
"22342",39,"superstar"
"22343",24,"supervillain"
"22344",60,"supervi"
"22345",30,"supervis"
"22346",63,"supervisor"
"22348",53,"supper"
"22350",309,"suppli"
"22351",79,"supplier"
"22352",25,"suppli"
"22353",35,"suppli"
"22354",2447,"support"
"22355",61,"supportcustodi"
"22356",23,"supportedalbeit"
"22359",467,"suppo"
"22360",33,"suppos"
"22361",93,"suppress"
"22362",246,"suprem"
"22363",54,"supremaci"
"22365",3605,"sure"
"22368",93,"surf"
"22370",73,"surfac"
"22371",22,"surfac"
"22372",94,"surfer"
"22373",45,"surg"
"22375",209,"surgeri"
"22376",73,"surgeri"
"22377",159,"surgeri"
"22378",36,"surgic"
"22379",27,"surmount"
"22380",86,"surplu"
"22381",627,"surpri"
"22382",66,"surpris"
"22383",95,"surpris"
"22386",54,"surreal"
"22388",51,"surrend"
"22390",40,"surrog"
"22391",284,"surround"
"22395",268,"survei"
"22397",386,"surviv"
"22398",43,"surviv"
"22400",96,"survivor"
"22401",94,"survivor"
"22402",21,"susan"
"22405",299,"sushi"
"22406",22,"sushilik"
"22408",346,"suspect"
"22410",112,"suspend"
"22411",111,"suspen"
"22414",40,"suspici"
"22416",33,"suspici"
"22417",28,"suss"
"22419",248,"sustain"
"22424",23,"sutter"
"22425",47,"sutton"
"22426",27,"suvari"
"22428",22,"suzann"
"22429",22,"sv150"
"22430",62,"swackswagg"
"22431",159,"swag"
"22434",155,"swallow"
"22435",30,"swallow"
"22436",57,"swam"
"22437",23,"swamp"
"22438",52,"swank"
"22439",26,"swansea"
"22440",100,"swap"
"22441",59,"swarm"
"22444",38,"swai"
"22445",41,"swc"
"22446",150,"swear"
"22447",238,"sweat"
"22448",62,"sweater"
"22450",41,"sweat"
"22453",40,"sweatshirts"
"22454",28,"sweatt"
"22455",20,"swede"
"22456",25,"sweden"
"22457",50,"swedish"
"22458",46,"sweenei"
"22459",117,"sweep"
"22461",1197,"sweet"
"22463",63,"sweeter"
"22466",44,"sweeti"
"22468",30,"sweet"
"22471",31,"swept"
"22472",48,"swift"
"22473",33,"swig"
"22474",168,"swim"
"22476",361,"swing"
"22479",24,"swipe"
"22480",51,"swirl"
"22481",106,"swiss"
"22482",223,"switch"
"22483",45,"switch"
"22484",44,"switzerland"
"22485",46,"swivel"
"22486",47,"swollen"
"22488",461,"sword"
"22491",42,"swore"
"22492",59,"sworn"
"22493",88,"sxsw"
"22494",86,"sydnei"
"22497",117,"symbol"
"22499",27,"symon"
"22500",94,"sympathi"
"22501",21,"symphoni"
"22502",27,"symphoni"
"22503",64,"symptom"
"22504",54,"symptom"
"22505",36,"symptoms"
"22506",33,"synagogu"
"22508",23,"syndrom"
"22510",39,"synergi"
"22511",43,"synthesi"
"22513",45,"synthet"
"22514",89,"syracu"
"22515",88,"syria"
"22516",49,"syrian"
"22517",41,"syrup"
"22518",1645,"system"
"22521",76,"tshirt"
"22523",37,"taar"
"22524",59,"tab"
"22528",521,"tabl"
"22529",145,"tabl"
"22533",31,"tablespoon"
"22534",64,"tablet"
"22537",43,"tab"
"22538",28,"tack"
"22539",108,"tackl"
"22540",51,"tackl"
"22541",23,"tackl"
"22542",60,"taco"
"22544",81,"tactic"
"22545",73,"tad"
"22548",46,"taft"
"22549",246,"tag"
"22551",55,"tahiri"
"22552",81,"taho"
"22553",20,"tai"
"22554",37,"taib"
"22556",198,"tail"
"22557",42,"tailgat"
"22558",84,"tailgat"
"22559",27,"tailhunt"
"22560",148,"tailor"
"22561",32,"tailspin"
"22564",54,"taiwan"
"22565",39,"taj"
"22566",22,"tak"
"22568",5857,"take"
"22569",54,"takeawai"
"22571",963,"taken"
"22574",38,"take"
"22579",262,"tale"
"22580",513,"talent"
"22582",37,"tale"
"22584",75,"taliban"
"22585",3214,"talk"
"22586",46,"talki"
"22590",53,"talkn"
"22591",193,"tall"
"22592",25,"talladega"
"22593",23,"tallest"
"22595",43,"tallon"
"22596",59,"tamal"
"22597",31,"tamarack"
"22598",42,"tamer"
"22600",28,"tamil"
"22601",23,"tamm"
"22602",55,"tammani"
"22604",276,"tampa"
"22606",34,"tampon"
"22607",179,"tan"
"22609",75,"tang"
"22610",33,"tangibl"
"22612",40,"tango"
"22613",66,"tangram"
"22614",27,"tangi"
"22615",285,"tank"
"22618",31,"tannehil"
"22619",84,"tanqu"
"22621",50,"tantrum"
"22624",206,"tap"
"22626",81,"tapa"
"22627",374,"tape"
"22630",23,"tapia"
"22631",33,"tape"
"22635",45,"tar"
"22636",89,"tara"
"22637",25,"tarek"
"22638",635,"target"
"22639",39,"target"
"22641",39,"tarik"
"22642",34,"tari"
"22643",37,"tarnish"
"22644",46,"tarot"
"22645",35,"tarotspeakeasi"
"22647",75,"tarsier"
"22649",79,"tartin"
"22650",79,"tartin"
"22651",45,"tart"
"22652",280,"task"
"22653",72,"taskforc"
"22656",377,"tast"
"22657",181,"tast"
"22660",21,"tast"
"22661",68,"tastei"
"22662",31,"tasti"
"22664",35,"tasti"
"22667",202,"tattoo"
"22669",124,"tatum"
"22670",24,"tau"
"22671",162,"taught"
"22674",32,"tavelyn"
"22675",37,"tavern"
"22676",1268,"tax"
"22677",33,"taxandspend"
"22678",43,"taxfr"
"22679",58,"taxa"
"22682",127,"tax"
"22683",34,"taxi"
"22684",148,"taxpai"
"22685",22,"taxpayer"
"22686",51,"taxpayerback"
"22687",39,"taxpay"
"22688",78,"tai"
"22689",25,"tayeb"
"22690",227,"taylor"
"22691",38,"taza"
"22693",57,"tb"
"22695",25,"tcm"
"22697",26,"tdscdma"
"22699",184,"tea"
"22700",275,"teach"
"22701",855,"teacher"
"22702",52,"teacher"
"22703",90,"teach"
"22705",66,"teal"
"22706",3861,"team"
"22707",21,"team"
"22709",94,"teammat"
"22710",39,"teammat"
"22711",53,"team"
"22713",56,"teamster"
"22714",171,"tear"
"22715",100,"tear"
"22716",63,"teari"
"22719",59,"teaspoon"
"22721",135,"tebow"
"22723",195,"tech"
"22725",47,"techbook"
"22727",35,"technic"
"22729",40,"technician"
"22730",177,"techniqu"
"22733",257,"technolog"
"22734",87,"technologi"
"22735",134,"technologi"
"22737",167,"ted"
"22738",38,"teddi"
"22740",119,"tee"
"22742",202,"teen"
"22743",363,"teenag"
"22745",46,"teenag"
"22746",46,"teen"
"22749",169,"teeth"
"22750",23,"teh"
"22751",34,"tehran"
"22753",41,"telecom"
"22754",26,"telecommun"
"22756",37,"telegraphi"
"22761",39,"teleport"
"22763",35,"teletubbi"
"22764",221,"televi"
"22765",40,"televis"
"22766",2388,"tell"
"22767",38,"tell"
"22769",24,"temp"
"22772",24,"temper"
"22773",271,"temperatur"
"22774",20,"temperatur"
"22776",41,"tempestu"
"22777",54,"templ"
"22778",101,"templat"
"22779",67,"templat"
"22783",145,"temporari"
"22784",84,"temporarili"
"22786",41,"tempt"
"22787",22,"temptat"
"22788",571,"ten"
"22789",32,"tensquar"
"22790",78,"tenant"
"22792",519,"tend"
"22793",76,"tendenc"
"22794",43,"tendenc"
"22795",127,"tender"
"22800",37,"tengah"
"22801",80,"tengku"
"22804",49,"tennant"
"22805",112,"tenness"
"22807",44,"tenni"
"22808",35,"ten"
"22809",37,"tension"
"22810",57,"tent"
"22812",23,"tentat"
"22813",41,"tenth"
"22816",76,"tequila"
"22817",30,"terabyt"
"22818",36,"teresa"
"22819",35,"terin"
"22821",875,"term"
"22822",113,"termin"
"22825",50,"term"
"22827",33,"terrac"
"22828",41,"terrain"
"22829",43,"terranc"
"22831",36,"terrel"
"22832",71,"terrenc"
"22836",287,"terribl"
"22837",137,"terribl"
"22838",35,"terrier"
"22839",75,"terrif"
"22841",37,"terrif"
"22842",65,"territori"
"22843",78,"territori"
"22844",93,"terror"
"22847",77,"terrorist"
"22851",1027,"test"
"22853",44,"testament"
"22855",38,"tester"
"22856",27,"testerman"
"22857",27,"testermansptimescom"
"22858",133,"testifi"
"22859",204,"testimoni"
"22860",38,"testimoni"
"22861",50,"test"
"22863",96,"test"
"22867",26,"tewskburi"
"22868",627,"texa"
"22869",105,"texan"
"22870",93,"texa"
"22871",798,"text"
"22872",106,"textbook"
"22873",93,"textil"
"22874",38,"textil"
"22875",24,"text"
"22878",61,"textur"
"22880",33,"tfo"
"22882",148,"tha"
"22883",44,"thai"
"22884",102,"thailand"
"22887",6556,"than"
"22889",39,"thanh"
"22890",6931,"thank"
"22891",25,"thanker"
"22892",1045,"thank"
"22893",435,"thanksgiv"
"22894",78,"thanksgiv"
"22895",37,"thanx"
"22896",27,"tharp"
"22897",56283,"that"
"22899",32,"that"
"22900",35,"that"
"22901",30,"that"
"22902",465,"that"
"22905",24,"thaw"
"22906",237529,"the"
"22907",213,"theater"
"22908",34,"theater"
"22909",156,"theatr"
"22910",36,"theatr"
"22912",51,"theatric"
"22913",132,"thediff"
"22914",261,"theft"
"22915",108,"thei"
"22916",10934,"their"
"22917",90,"their"
"22918",39,"theistic"
"22922",7681,"them"
"22923",50,"theminclud"
"22924",44,"themposs"
"22925",93,"them"
"22926",24,"themat"
"22927",507,"theme"
"22928",42,"themepark"
"22929",666,"themselv"
"22930",295,"themselv"
